trackid,obstime,positionx,positiony,positionz,orientationw,variancex,variancey
17533400,1509771123.656195,14.315686065845842,-10.447510719299316,-50.1357841491699,0.030205365708449956,0.03475018170078352,0.02553249915954877
17533400,1509771123.756294,13.9848761568588,-10.346735954284668,-50.136516571044965,0.007691978103858904,0.03148721703903358,0.033997998553184125
17533500,1509771123.756294,-4.695553013158846,1.9134416580200195,-50.41112899780267,0.09459660295903648,0.028139651652408823,0.028463698483302574
17533400,1509771123.856355,13.673012327432465,-10.35200309753418,-50.107143402099624,0.001062087228442573,0.039518146077257475,0.034364900483323003
17533500,1509771123.856355,-4.7437597346777824,1.919226884841919,-50.3620300292969,0.8327409681175711,0.028050449175808879,0.029943779281051245
17533400,1509771123.956462,13.209791365881221,-10.453832626342773,-50.29975891113279,0.000037502626329218864,0.044157975019706371,0.032716512477006868
17533500,1509771123.956462,-4.756251441538304,2.001680612564087,-50.415378570556655,0.20078856019841232,0.027162563224640415,0.027201703464091908
17533400,1509771124.056517,12.930411105700772,-10.419683456420898,-50.27043914794918,0.048554320351749475,0.033011307645466961,0.024808164833380126
17533500,1509771124.056517,-4.9123417113866035,1.985262393951416,-50.329547882080085,0.5687178839838293,0.029620090802815288,0.028690205918278294
17533400,1509771124.156599,12.61157599146347,-10.47933292388916,-50.19861602783206,0.05242596699942378,0.032518399628769686,0.034466131865004579
17533500,1509771124.156599,-5.031655842820643,2.022022247314453,-50.39648818969725,0.06960447975729353,0.021763071189270528,0.030145607271957947
17533400,1509771124.256664,12.088579203684732,-10.519083976745605,-50.265998840332024,0.0770597445735189,0.045292432015036008,0.022198011884133978
17533500,1509771124.256664,-5.198335588102924,1.959881067276001,-50.38651657104489,0.06660278963330864,0.031912236096649275,0.026796734020064265
17533400,1509771124.357372,11.871804811426012,-10.516945838928223,-50.222789764404276,0.0898604526649451,0.038578347259745273,0.031865577131422948
17533500,1509771124.357372,-5.220392189119807,1.9288263320922852,-50.35832977294922,0.02062209893708228,0.028372753549886998,0.026641630178550129
17533400,1509771124.456851,11.604903565828208,-10.484794616699219,-50.17525482177734,0.09631305752378,0.033963605345291872,0.030111005211177821
17533500,1509771124.456851,-5.227321285199825,1.886742115020752,-50.40092086791992,0.12804159399572013,0.03472261837736966,0.027499643599161218
17533400,1509771124.556955,11.332384919199079,-10.486429214477539,-50.27403640747072,0.08534438489920206,0.036137312959064319,0.028045127792396974
17533500,1509771124.556955,-5.29325840004287,1.8631787300109863,-50.39529418945316,0.26093373232619477,0.030750499294682657,0.025711802183201772
17533400,1509771124.657037,11.116581509193736,-10.486429214477539,-50.27403640747083,0.07713070401792502,0.036075148826788216,0.029350971741982264
17533500,1509771124.657037,-5.345977214519766,1.8631787300109863,-50.39529418945335,0.3505336570759936,0.031240911453871756,0.026549265834884185
17533400,1509771124.757096,10.43456753029832,-10.559857368469238,-50.06106948852537,0.07989616092603904,0.053313788818981071,0.028994774329767659
17533500,1509771124.757096,-5.376794087755899,1.8631787300109863,-50.39529418945335,0.3650525947731898,0.033013468953831407,0.027253640916399612
17533400,1509771124.857208,9.978270931802724,-10.629150390625,-50.191822052001925,0.04763458215853481,0.049549277874793095,0.025010288506854689
17533500,1509771124.857208,-5.409644630199986,1.8631787300109863,-50.39529418945335,0.38387453762602813,0.035208877960623865,0.028371942232036207
17533700,1509771124.95738,-0.14008334830377173,-11.012157846843568,-50.19794082641598,0.10291825126645211,0.041315047180341631,0.02921703317010679
17533400,1509771124.95738,9.630540475371662,-10.606544494628906,-50.21553039550783,0.06240045606632202,0.031261386323066985,0.032216442843168276
17533500,1509771124.95738,-5.440964039198285,1.8631787300109863,-50.39529418945335,0.3866246173346831,0.037561341759236075,0.030248934331913089
17533700,1509771125.057365,-0.6778342515074111,-11.066064676019046,-50.43275451660158,0.04993482582592725,0.050197613291646362,0.027206801726494312
17533400,1509771125.057365,9.393732283194625,-10.6358642578125,-50.22640991210938,0.05740264046420198,0.029263538713394068,0.030489156864031326
17533500,1509771125.057365,-5.470622785452596,1.8631787300109863,-50.39529418945335,0.3816527770928735,0.040342103477392241,0.032686192985944232
17533700,1509771125.157441,-1.0430554822764848,-11.154429729385484,-50.34398651123048,0.11841519089247382,0.039281010915885706,0.034029218646152659
17533400,1509771125.157441,9.128733052344234,-10.593798637390137,-50.15952682495116,0.056647482685332956,0.031076964054685623,0.034268080763382607
17533500,1509771125.157441,-5.498118640224175,1.8631787300109863,-50.39529418945335,0.36738102086901336,0.044757635932175438,0.036853067854965102
17533700,1509771125.257522,-1.2057197784209932,-11.115057298252477,-50.40015411376953,0.1184610478114973,0.026887723376185755,0.024866983763548678
17533400,1509771125.257522,8.68697268137495,-10.62847900390625,-49.98514556884767,0.049004354323165925,0.048065606251441365,0.033618959238200172
17533500,1509771125.257522,-5.52777853127058,1.8631787300109863,-50.39529418945335,0.32309628987427547,0.05089285727737438,0.04086036822062019
17533400,1509771125.357611,8.389044285541438,-10.650506019592285,-50.27251815795898,0.04284079725911177,0.039268194638396745,0.028369009959479323
17533500,1509771125.357611,-5.55875150283053,1.8631787300109863,-50.39529418945335,0.25408946323615295,0.057730791064850386,0.044416007121994665
17533700,1509771125.357611,-1.670137047306129,-11.181267738342285,-50.303932189941385,0.06804673533000867,0.052614029257218128,0.032060491752209111
17533400,1509771125.45771,7.590803844417746,-10.776106834411621,-50.35665893554687,0.037352694024821546,0.073077251865206749,0.031669293625783509
17533500,1509771125.45771,-5.589772430901056,1.8631787300109863,-50.39529418945335,0.17271058048252663,0.064718855348799606,0.048992418074751
17533700,1509771125.45771,-1.9346028713726073,-11.181267738342285,-50.30393218994154,0.05516618465054978,0.074887631338858895,0.035165306894098233
17533400,1509771125.557797,7.503972986607278,-10.711739540100098,-50.23522567749025,0.04617650239569152,0.03129731141108591,0.031656069856902579
17533500,1509771125.557797,-5.61938830345029,1.8631787300109863,-50.39529418945335,0.11180001995643962,0.073259359169932828,0.054553355014949664
17533700,1509771125.557797,-2.084635170643244,-11.181267738342285,-50.30393218994154,0.08106608735234072,0.11006639705003868,0.041979975589990941
17533400,1509771125.657865,7.192043445286118,-10.703325271606445,-50.28137207031248,0.04528157042812286,0.036209507388393083,0.029843580311106052
17533500,1509771125.657865,-5.647326646862309,1.8631787300109863,-50.39529418945335,0.05658674086810641,0.084191878205494133,0.05973230911357863
17533700,1509771125.657865,-2.2385161444198802,-11.181267738342285,-50.30393218994154,0.06225823313816655,0.15380160839928991,0.050615054936730991
17533400,1509771125.758156,6.994439376344599,-10.703325271606445,-50.281372070312806,0.033818823628132766,0.048637383778078913,0.031219455632304136
17533500,1509771125.758156,-5.677113772514817,1.8631787300109863,-50.39529418945335,0.03557548389865639,0.092513572758192386,0.065542060236652905
17533700,1509771125.758156,-2.3932149290387916,-11.181267738342285,-50.30393218994154,0.04768031554049007,0.20911979631928437,0.061765025941973875
17533400,1509771125.858042,6.559274435758337,-10.801434516906738,-50.401866912841825,0.021840980902664574,0.038800098484343903,0.027480716875230852
17533500,1509771125.858042,-5.705526348479051,1.8631787300109863,-50.39529418945335,0.023383024131299987,0.10074064005442633,0.074334690869091974
17533400,1509771125.95816,6.369157188187127,-10.748063087463379,-50.252559661865256,0.024740395993898302,0.029741247288336901,0.031275845177413032
17533500,1509771125.95816,-5.732767733197364,1.8631787300109863,-50.39529418945335,0.006071820474766281,0.1116218110530625,0.080676999375489403
17533400,1509771126.058231,5.966228127218252,-10.733817100524902,-50.246356964111314,0.015427511562407408,0.040950321736081569,0.026495080126465911
17533500,1509771126.058231,-5.7603088174638,1.8631787300109863,-50.39529418945335,0.006472728575325148,0.12667267476456359,0.086790052264427597
17533400,1509771126.163005,5.5343171828847195,-10.699567794799805,-50.20327758789064,0.003249220000424826,0.041716475647088538,0.026428547849668478
17533500,1509771126.163005,-5.7881173065980684,1.8631787300109863,-50.39529418945335,0.023993948443985946,0.14189880108364211,0.096495155828820262
17533400,1509771126.258479,5.420492180819964,-10.674485206604004,-50.21015167236331,0.012410757438172862,0.029810210803118128,0.024160516116723551
17533500,1509771126.258479,-5.817075824756836,1.8631787300109863,-50.39529418945335,0.032219843327956396,0.15224059843701671,0.10228817215052989
17533400,1509771126.358475,4.853199764267642,-10.696046829223633,-50.218864440917976,0.03023113748882532,0.049605436553001973,0.030376244147424576
17533500,1509771126.358475,-5.840759287956131,1.8631787300109863,-50.39529418945335,0.032878954471791656,0.1697610884906782,0.1106363387008842
17534100,1509771129.661908,5.214316108208235,0.2971792530766489,-50.90029525756868,0.7745540404844575,0.032144076656100098,0.027585369975051892
17533808,1509771129.661908,6.208534685501614,2.3561818599700928,-50.30793380737306,0.5320711578396423,0.026615022134966755,0.029168605539871915
17534100,1509771129.761495,5.7030649080232765,0.11824018347696612,-50.35303115844726,0.9846428651101176,0.046153442199066551,0.035062027007978745
17533808,1509771129.761495,6.225395212447657,2.317885637283325,-50.44081497192384,0.5100614077254012,0.027786393107432427,0.027004874749710289
17534100,1509771129.861518,5.916954684081547,0.004136730036614126,-50.35303115844786,0.9701297400871658,0.096960866979266688,0.042671401785746792
17533808,1509771129.861518,6.210170019358616,2.326904773712158,-50.43312072753904,0.49816870894469606,0.024020584656950512,0.028615433284742128
17533808,1509771129.961591,6.526369554466577,2.214834690093994,-50.43994903564452,0.4650768331279957,0.032781771291669766,0.034242744495653434
17534100,1509771129.961591,6.0275331657773705,0.09196720272302628,-50.35303115844786,0.9708350198734814,0.179536046854713,0.053885587472395614
17533808,1509771130.061655,6.2626228291023205,2.2842421531677246,-50.468608856201186,0.6469622475103697,0.026157780811466198,0.027713323995165386
17534100,1509771130.061655,6.13501484408966,0.09196720272302628,-50.35303115844786,0.15480023987381122,0.29794087582514978,0.072932136177455975
17533808,1509771130.161754,6.244296502504756,2.284444570541382,-50.409290313720696,0.6191178093106946,0.029303356579317718,0.029329463304448567
17534100,1509771130.161754,6.249871036405448,0.09196720272302628,-50.35303115844786,0.25541136925715474,0.44184464767948439,0.097235138532729706
17533808,1509771130.261857,6.108782287950305,2.275238513946533,-50.47136688232423,0.5904100997822762,0.028795896966970547,0.031110840705420664
17533808,1509771130.361945,6.104633228780758,2.2654812335968018,-50.43446731567385,0.4324945879968845,0.028703696311730358,0.034893505438463125
17533808,1509771130.462014,5.946208274062301,2.3356659412384033,-50.328731536865256,0.2796375576448596,0.032011762674314222,0.032492046670361548
17533808,1509771130.562107,5.912401370894086,2.2516725063323975,-50.2381248474121,0.028453146211677074,0.026431861914163315,0.030324949863273117
17533808,1509771130.662191,5.867339506555057,2.3048095703125,-50.332901000976555,0.07416721205453798,0.030283618438923392,0.0254856693559848
17533808,1509771130.762269,5.744375258444242,2.357017755508423,-50.33201980590821,0.13452987741153039,0.029691644332660892,0.032702771568178711
17533808,1509771130.862386,5.7038966883686575,2.3677709102630615,-50.33871459960932,0.20972570322999842,0.025562864732204382,0.035162200718680821
17533808,1509771130.962452,5.647243123527038,2.323939085006714,-50.317600250244105,0.24106829587959974,0.027896369871692257,0.028922541433556048
17533808,1509771131.06255,5.674988895810733,2.308658000699768,-50.32907867431643,0.3162659262357836,0.02658778995061958,0.029773557680666762
17534300,1509771131.162617,34.54675839555093,-2.4624340837775964,-50.854625701904276,0.5539474759018947,0.026071794036514242,0.028382090697392118
17533808,1509771131.162617,5.632051226731692,2.2875789925073224,-50.28957748413085,0.31596176370565265,0.029894601791046881,0.033289246623206654
17534300,1509771131.262718,34.68849686302569,-2.485403141175105,-50.68310165405274,0.9967754495223484,0.026988386280906735,0.029505746524498642
17533808,1509771131.262718,5.665745105146083,2.2723890491975416,-50.24989318847657,0.3477359552266035,0.028670864844876534,0.026346639984060841
17534300,1509771131.362782,34.47013410529183,-2.797401873539984,-50.72370147705075,0.4618450646021562,0.028359931426568893,0.039240889455329456
17533808,1509771131.362782,5.338452951440116,2.3117375826763253,-50.27982330322265,0.3686648319927509,0.035511174790791876,0.032791222059318406
17534300,1509771131.463196,34.454618605526015,-2.9203732486714524,-50.70436096191409,0.6613700967524063,0.03254765663776777,0.028208818481939357
17533808,1509771131.463196,5.416741384634566,2.318439972676497,-50.21225738525388,0.19861045326374283,0.027109951989628629,0.027697000845187281
17533808,1509771131.563012,5.205174969817648,2.3587949292799317,-50.16956329345704,0.24490933383420022,0.029066796125967249,0.03341359736684265
17534300,1509771131.563012,34.25964114218983,-3.2802505493164062,-50.77015686035152,0.5057675378344216,0.03451171772240106,0.03666923853884909
17534604,1509771138.168654,11.739384906162353,-10.178664207458496,-50.2689628601074,0.08379601805975956,0.029235134059276729,0.029067692713237132
17535000,1509771138.26872,39.13989096150878,2.9330689339618132,-51.691608428955085,0.9837501149723245,0.030214562019361683,0.027988265639126531
17534604,1509771138.26872,11.794434215893999,-10.099699974060059,-50.130908966064446,0.07287757844312051,0.030515864049359236,0.027550379472833262
17535000,1509771138.368822,39.14600878563613,2.9362360000581784,-51.69160842895527,0.9716118510846707,0.030038233512750711,0.027846907715745425
17534604,1509771138.368822,11.634646604028953,-10.114084243774414,-50.28979110717772,0.07714402590271936,0.032363695383801301,0.03144442033206845
17535000,1509771138.468928,39.12770032848618,3.1579599252907293,-50.888961791992166,0.6773872084793459,0.029120406924037799,0.030604463851664949
17534604,1509771138.468928,11.51169598857068,-10.127492904663086,-50.272487640380874,0.0763461531511845,0.02867947699544398,0.025155717126298344
17535000,1509771138.568983,39.11219431655783,3.2632981395481417,-50.88896179199221,0.6535928439396758,0.029563667539405321,0.040964858684624593
17534604,1509771138.568983,11.49451751479079,-10.092973709106445,-50.35560989379882,0.06904628766545726,0.02182264284646716,0.030955906982556604
17534604,1509771138.669062,11.451794301715445,-10.134758949279785,-50.22025299072264,0.07190536618080565,0.029562013176353808,0.027843758675978169
17535000,1509771138.669062,39.11543584914642,3.175663471221924,-50.88896179199221,0.7318344478785745,0.031634417689615356,0.058837588902805611
17534604,1509771138.769152,11.250783608546165,-10.082719802856445,-50.199272155761754,0.061101203885628425,0.03511040405979781,0.030196172053425507
17535000,1509771138.769152,39.113676714942,3.175663471221924,-50.88896179199221,0.7827179571899006,0.033133534477500816,0.080530550904185025
17534604,1509771138.869226,11.182378810340703,-10.097609519958496,-50.2846450805664,0.04800146665230856,0.031476486937448478,0.027432310431952069
17535000,1509771138.869226,39.1059093216793,3.175663471221924,-50.88896179199221,0.8898339157014832,0.036223201386115726,0.10916070776089463
17534604,1509771138.969327,10.95493768752942,-10.018655776977539,-50.41165542602541,0.04069013994238939,0.030752792339654812,0.029357920609586911
17535000,1509771138.969327,39.104792911976766,3.175663471221924,-50.88896179199221,0.7103060236696165,0.040901990980744325,0.13814711672061106
17534604,1509771139.069422,10.82325120216616,-10.018655776977539,-50.4116554260255,0.049630308724810286,0.038617794257065213,0.029822568770977536
17535000,1509771139.069422,39.23368933632842,3.4426558017730713,-50.829532623291044,0.7003770131290878,0.03360807042736412,0.029053924658997927
17534604,1509771139.169543,10.74882231010056,-10.018655776977539,-50.4116554260255,0.05584213352340995,0.049920779834077521,0.031308466707007904
17535000,1509771139.169543,39.32721687955517,3.5723555088043213,-50.805923461914055,0.9968492420161773,0.029091682963210751,0.023938370907717933
17534604,1509771139.269793,10.670123840130241,-10.018655776977539,-50.4116554260255,0.06043773446532472,0.06539423140654177,0.032820394374146515
17535000,1509771139.269793,39.40258914088466,3.5723555088043213,-50.80592346191443,0.9757271402919165,0.032068622890196997,0.025195380069919136
17534604,1509771139.369709,10.5964729471566,-10.018655776977539,-50.4116554260255,0.06400099582629765,0.084223917047690333,0.035151131931830178
17535000,1509771139.369709,39.44260212909192,3.5723555088043213,-50.80592346191443,0.9688115747284064,0.037503358837388139,0.028181290577263093
17534604,1509771139.469825,10.585639507404363,-9.834578514099121,-50.295703887939446,0.06611264079096066,0.028277775576687633,0.031311246321135626
17535000,1509771139.469825,39.47641309751425,3.5723555088043213,-50.80592346191443,0.9592785429624932,0.047502432739019447,0.032156315106019448
17534604,1509771139.569822,10.564936589097226,-9.7468900680542,-50.36632156372068,0.08884686827192197,0.02966212757431894,0.026994455038195888
17535000,1509771139.569822,39.510890282708814,3.5723555088043213,-50.80592346191443,0.9441408168391417,0.060308397199737233,0.039956161151756632
17534604,1509771139.669947,10.561800860370246,-9.658930778503418,-50.408321380615256,0.12438235021601378,0.031201193744270061,0.028877612114727162
17535000,1509771139.669947,39.64174058185229,3.922060012817383,-50.89529037475586,0.9200893173764038,0.033881926313871345,0.029419540447545009
17534604,1509771139.769992,10.516293013179055,-9.630461692810059,-50.29244613647459,0.1704602526362011,0.027051426456675576,0.023287661708246764
17535000,1509771139.769992,39.66672676629456,3.803719997406006,-50.96956634521484,0.8861531202061711,0.03353639437847241,0.031697411247042631
17534604,1509771139.871994,10.645095608050037,-9.428277969360352,-50.18001937866211,0.21500803815797165,0.030591595874633646,0.027850073136420874
17535000,1509771139.871994,39.74669878959278,3.803719997406006,-50.96956634521517,0.9182978689643286,0.033773348778884299,0.031636586079068947
17534604,1509771139.970168,10.627195633850423,-9.390314102172852,-50.1011276245118,0.3042047505425316,0.025943899046688687,0.023726417735263454
17535000,1509771139.970168,39.804134724770144,3.803719997406006,-50.96956634521517,0.9248921308516838,0.035969366914503198,0.032044201832429862
17534604,1509771140.074544,10.538715374803088,-9.37191104888916,-50.19073867797853,0.39003440934456296,0.02381381640172156,0.032879808787637611
17535000,1509771140.074544,39.87082561219421,3.803719997406006,-50.96956634521517,0.9205389810826545,0.039804312220741482,0.033578990181276358
17534604,1509771140.170336,10.475384615152045,-9.380118370056152,-50.08004379272464,0.454319454353044,0.025329436872145034,0.02811927160429525
17535000,1509771140.170336,39.99960434898919,4.045892715454102,-50.74885177612304,0.9153759701829275,0.027889672817066787,0.026211891964021638
17535200,1509771140.270464,32.47708398016958,23.729167817175373,-50.86656188964844,0.7643350595357294,0.027568046008504134,0.031629543453357299
17534604,1509771140.270464,10.432062042992596,-9.25200080871582,-50.28179168701174,0.4997148821091571,0.034419764997655068,0.026889690720839465
17535000,1509771140.270464,40.07538509663851,4.045892715454102,-50.74885177612355,0.9392494611118688,0.029558900542639929,0.02627061602739867
17535200,1509771140.370513,32.48808118733547,23.66663357155183,-50.86656188964855,0.7658985272855721,0.028349301432154406,0.034901711811207797
17534604,1509771140.370513,10.222739211944859,-9.222163200378418,-50.025112152099595,0.5421831824064886,0.032244291282853152,0.028752287258411422
17535000,1509771140.370513,40.12394933281951,4.045892715454102,-50.74885177612355,0.9407177540883187,0.031550818454540989,0.027169251026453019
17535200,1509771140.470602,32.492223785935856,23.64202799602169,-50.86656188964855,0.7635520999749809,0.028990799451175185,0.039854372876465739
17534604,1509771140.470602,10.429455329036191,-9.110635757446289,-50.04616165161132,0.5549970367551661,0.031002844100990107,0.030698644197997491
17535000,1509771140.470602,40.172652430577934,4.045892715454102,-50.74885177612355,0.9344351552825887,0.037170093292004186,0.028414149751762634
17535200,1509771140.570738,32.53114848904956,23.744626746714353,-50.74831390380856,0.8230180599138036,0.02797559107598472,0.029703494597796091
17534604,1509771140.570738,10.197337857085543,-9.114728927612305,-49.983798980712876,0.6018659043543398,0.027380634321780457,0.034815623192226988
17535000,1509771140.570738,40.2183596374805,4.045892715454102,-50.74885177612355,0.9228327411965124,0.042152111770864184,0.030890393812883624
17534604,1509771140.674409,10.305463256841804,-9.055624961853027,-50.17068481445315,0.6190262001716805,0.03021494511133218,0.028050899764374783
17535000,1509771140.674409,40.263394663977316,4.045892715454102,-50.74885177612355,0.9077044638406522,0.051163412477493307,0.034900702911197526
17535200,1509771140.674409,32.55315622749814,23.75678825378418,-50.748313903808764,0.8769941956424555,0.028699380463282149,0.032231132114839217
17534604,1509771140.770849,10.145041055499687,-9.023530006408691,-50.08341979980469,0.6498376829185494,0.031537267084930487,0.034892450790864213
17535000,1509771140.770849,40.36912892696615,4.30515193939209,-50.851997375488295,0.8892675854331084,0.02739619394184625,0.033111514974931984
17535200,1509771140.770849,32.559423941444265,23.75678825378418,-50.748313903808764,0.9414296969226755,0.029860603404910629,0.03744978968859293
17534604,1509771140.874458,10.332381462726739,-8.928285598754883,-50.15270614624022,0.6725477254483581,0.02725210270750161,0.029082019166411035
17535000,1509771140.874458,40.42029696750859,4.30515193939209,-50.851997375488345,0.9023663582106707,0.028209420761858298,0.033851374877312733
17535200,1509771140.874458,32.75656760965644,23.90860366821289,-51.13672256469729,0.724717058109202,0.02537616503833905,0.029307511830629615
17534604,1509771140.971018,10.258350184326611,-8.886013984680176,-50.083091735839844,0.7215500031633343,0.023669163922916341,0.027529400415724867
17535000,1509771140.971018,40.603267911246824,4.321591854095459,-50.80522155761718,0.8979678491153905,0.037460912162073604,0.034255573780740636
17535200,1509771140.971018,32.780971047411015,23.90860366821289,-51.13672256469744,0.9780667938655,0.026115061063187738,0.046151599982956988
17534604,1509771141.071113,10.213376740371116,-8.877562522888184,-50.161003112792976,0.7364512452208131,0.025034590218382214,0.027922060762275439
17535000,1509771141.071113,40.54306791985055,4.348675727844238,-50.923912048339844,0.9432451891675137,0.034247072238662281,0.029242253359305918
17535200,1509771141.071113,32.8088064350267,23.816383361816406,-50.84603500366212,0.9916870883271445,0.03114106406855028,0.032135778291587362
17534604,1509771141.17119,10.218070096739783,-8.806818008422852,-50.1457290649414,0.7433233414489023,0.026688170519238583,0.028788542453913435
17535000,1509771141.17119,40.59055235707849,4.348675727844238,-50.92391204833994,0.9548221404399447,0.03455225823592413,0.030689820638168112
17535200,1509771141.17119,32.83850648443288,23.787582397460938,-50.94893264770509,0.9090411304396766,0.028727972642275001,0.032474203262999199
17534604,1509771141.27128,10.206950800041783,-8.823208808898926,-50.164791107177734,0.7505131168950436,0.025141866749967334,0.026635399257929505
17535000,1509771141.27128,40.627609654609365,4.348675727844238,-50.92391204833994,0.960218165978032,0.035231048222447242,0.033067487799522025
17535200,1509771141.27128,32.83766502101972,23.814979553222656,-50.93398666381837,0.8340705392143698,0.026030652787351286,0.025066305269465759
17534604,1509771141.371416,10.270133709547684,-8.771814346313477,-50.172481536865234,0.7545574905720045,0.023332213575972437,0.026158234706942913
17535000,1509771141.371416,40.66963279703812,4.348675727844238,-50.92391204833994,0.9588775716850783,0.037493409977128966,0.03711677687620904
17535200,1509771141.371416,32.85824728057116,23.814979553222656,-50.93398666381841,0.7237406141818172,0.026546539690838145,0.025547344200121381
17534604,1509771141.471455,10.04730152422434,-8.613977432250977,-50.04960632324218,0.7788677212917071,0.028372672578417846,0.040317818345009394
17535000,1509771141.471455,40.72681216355554,4.592274188995361,-50.832351684570305,0.9532036325381855,0.028402013623071178,0.031246291234717612
17535200,1509771141.471455,32.95810769598586,23.828332901000977,-50.81684494018553,0.6184843116596734,0.030391609320668284,0.031266437405951329
17534604,1509771141.571534,10.159973265988759,-8.604355812072754,-50.05900192260744,0.6941092317225379,0.025291233355195036,0.028147699397609756
17535000,1509771141.571534,40.832111641218795,4.486414909362793,-50.61771011352541,0.919504644170995,0.033305088913661997,0.030776493184741922
17535200,1509771141.571534,32.95103359890175,23.828332901000977,-50.816844940185554,0.8634189067706893,0.031937915151794102,0.033446623940157176
17534604,1509771141.671632,10.186124992347334,-8.604355812072754,-50.05900192260759,0.6839415811957489,0.026284671684339043,0.03036756517806196
17535000,1509771141.671632,40.91082548366728,4.712111473083496,-50.64179229736327,0.9383408279557096,0.033326170838415395,0.036687181913823835
17535200,1509771141.671632,32.9498445910899,23.828332901000977,-50.816844940185554,0.8075350882167125,0.033264820618087325,0.036960089542987247
17534604,1509771141.771708,10.43733138788637,-8.537391662597656,-50.085922241210945,0.6693254146939746,0.025619600537860207,0.029573778485791406
17535000,1509771141.771708,41.030678707374264,4.632231712341309,-50.645336151123054,0.9160031560708152,0.03243804778008838,0.032001600529989772
17535200,1509771141.771708,32.9487554581711,23.828332901000977,-50.816844940185554,0.705693690078872,0.035104728592314637,0.039835307197911445
17535200,1509771141.871799,33.082681159383256,23.70481468453552,-50.82966232299805,0.610169786040816,0.033082209177377822,0.03381258964272732
17535000,1509771141.871799,40.96417706793157,4.671258480699164,-50.742179870605504,0.9318212554538424,0.02738912366872398,0.026534277731013578
17534604,1509771141.871799,9.9153107904502,-8.435288275593015,-49.98262405395508,0.8129324321568997,0.032215560017886488,0.045091697136751027
17534604,1509771141.971883,10.016794112939543,-8.430681228637695,-49.9826240539551,0.5303193431731833,0.041625172891918048,0.066927141540599949
17535000,1509771141.971883,40.995039937474075,4.608343601226807,-50.80191802978517,0.9215166386411359,0.02572176614482951,0.030674203579506523
17535200,1509771141.971883,33.0672392289433,23.69896697998047,-50.829662322998125,0.833680851634229,0.033164832377643748,0.036870862953404415
17534604,1509771142.071978,10.050497796991255,-8.430681228637695,-49.9826240539551,0.5879484299138452,0.060017402429299829,0.098137581128313667
17535000,1509771142.071978,41.03209377799696,4.608343601226807,-50.801918029785384,0.9228991000032626,0.026520857272508431,0.031248442450821482
17535200,1509771142.071978,33.04709031086096,23.69896697998047,-50.829662322998125,0.8213558305965677,0.032715140501960428,0.039433560392426056
17534604,1509771142.172053,9.992681860582893,-8.576839447021484,-50.07942581176757,0.6260623496364949,0.023316504490786608,0.031646721843956421
17535000,1509771142.172053,41.12634749960757,4.618955612182617,-50.80010223388672,0.9218591882453672,0.024043636443077707,0.025918996718330672
17535200,1509771142.172053,33.2580295090163,23.879451751708984,-50.59838867187499,0.7638239522359223,0.02862042992480154,0.03906264394878213
17534604,1509771142.272212,9.975718955833178,-8.576839447021484,-50.07942581176824,0.5826758805693848,0.026676296128132583,0.03151154890385751
17535000,1509771142.272212,41.174011232643686,4.4984540939331055,-50.85669708251954,0.9411479547324388,0.031329625523889335,0.030583511694608208
17535200,1509771142.272212,33.27898660165071,23.879451751708984,-50.59838867187533,0.9998522464210752,0.031818297588356637,0.048485399401296272
