trackid,numtrajpoints,lastupdatetime
18074100,0,2018-01-12 18:07:41.370757
18074105,0,2018-01-12 18:07:41.461487
18074106,0,2018-01-12 18:07:41.564666
18074107,0,2018-01-12 18:07:41.680825
18074108,0,2018-01-12 18:07:41.870742
18074200,0,2018-01-12 18:07:42.392959
18074201,0,2018-01-12 18:07:42.711621
18074202,0,2018-01-12 18:07:43.0678
18074300,0,2018-01-12 18:07:43.271557
18074301,0,2018-01-12 18:07:43.482588
18074302,0,2018-01-12 18:07:43.677088
18074304,0,2018-01-12 18:07:43.892775
18074303,0,2018-01-12 18:07:43.892775
18074400,0,2018-01-12 18:07:44.492253
18074402,0,2018-01-12 18:07:44.572595
18074401,0,2018-01-12 18:07:44.572595
18074403,0,2018-01-12 18:07:44.671951
18074404,0,2018-01-12 18:07:44.767896
18074406,0,2018-01-12 18:07:45.078489
18074405,0,2018-01-12 18:07:45.078489
18074501,0,2018-01-12 18:07:45.586238
18074500,0,2018-01-12 18:07:45.586238
18074503,0,2018-01-12 18:07:45.967474
18074502,0,2018-01-12 18:07:45.967474
18074600,0,2018-01-12 18:07:46.211104
18074601,0,2018-01-12 18:07:46.289582
18074602,0,2018-01-12 18:07:46.517062
18074603,0,2018-01-12 18:07:46.630504
18074606,0,2018-01-12 18:07:46.808456
18074605,0,2018-01-12 18:07:46.808456
18074604,0,2018-01-12 18:07:46.808456
18074609,0,2018-01-12 18:07:46.884513
18074608,0,2018-01-12 18:07:46.884513
18074607,0,2018-01-12 18:07:46.884513
18074700,0,2018-01-12 18:07:47.420346
18074702,0,2018-01-12 18:07:47.546409
18074701,0,2018-01-12 18:07:47.546409
18074703,0,2018-01-12 18:07:47.685484
18074704,0,2018-01-12 18:07:47.807855
18074705,0,2018-01-12 18:07:48.111667
18074800,0,2018-01-12 18:07:48.220841
18074802,0,2018-01-12 18:07:48.3321
18074801,0,2018-01-12 18:07:48.3321
18074804,0,2018-01-12 18:07:48.426457
18074803,0,2018-01-12 18:07:48.426457
18074805,0,2018-01-12 18:07:48.729351
18074806,0,2018-01-12 18:07:48.838334
18074900,0,2018-01-12 18:07:49.22451
18074901,0,2018-01-12 18:07:49.505578
18074902,0,2018-01-12 18:07:49.706146
18074903,0,2018-01-12 18:07:50.117187
18075001,0,2018-01-12 18:07:50.613833
18075000,0,2018-01-12 18:07:50.613833
18075100,0,2018-01-12 18:07:51.096603
18075102,0,2018-01-12 18:07:51.39556
18075101,0,2018-01-12 18:07:51.39556
18075104,0,2018-01-12 18:07:51.923967
18075103,0,2018-01-12 18:07:51.923967
18075200,0,2018-01-12 18:07:52.301026
18075201,0,2018-01-12 18:07:52.769213
18075300,0,2018-01-12 18:07:53.869132
18075301,0,2018-01-12 18:07:53.985374
18075400,0,2018-01-12 18:07:54.289076
18075413,0,2018-01-12 18:07:54.447076
18075412,0,2018-01-12 18:07:54.447076
18075411,0,2018-01-12 18:07:54.447076
18075410,0,2018-01-12 18:07:54.447076
18075409,0,2018-01-12 18:07:54.447076
18075408,0,2018-01-12 18:07:54.447076
18075407,0,2018-01-12 18:07:54.447076
18075406,0,2018-01-12 18:07:54.447076
18075405,0,2018-01-12 18:07:54.447076
18075404,0,2018-01-12 18:07:54.447076
18075403,0,2018-01-12 18:07:54.447076
18075402,0,2018-01-12 18:07:54.447076
18075401,0,2018-01-12 18:07:54.447076
18075415,0,2018-01-12 18:07:54.769773
18075414,0,2018-01-12 18:07:54.769773
18075421,0,2018-01-12 18:07:54.997648
18075420,0,2018-01-12 18:07:54.997648
18075419,0,2018-01-12 18:07:54.997648
18075418,0,2018-01-12 18:07:54.997648
18075417,0,2018-01-12 18:07:54.997648
18075416,0,2018-01-12 18:07:54.997648
18075500,0,2018-01-12 18:07:55.405297
18075600,0,2018-01-12 18:07:56.735661
18075601,0,2018-01-12 18:07:56.989628
18075700,0,2018-01-12 18:07:57.377875
18075701,0,2018-01-12 18:07:57.501536
18075702,0,2018-01-12 18:07:57.766741
18075800,0,2018-01-12 18:07:58.486991
18075900,0,2018-01-12 18:07:59.81241
18080000,0,2018-01-12 18:08:00.079378
18080100,0,2018-01-12 18:08:01.390492
18080101,0,2018-01-12 18:08:01.48095
18080201,0,2018-01-12 18:08:02.293007
18080200,0,2018-01-12 18:08:02.293007
18080203,0,2018-01-12 18:08:02.346323
18080202,0,2018-01-12 18:08:02.346323
18080204,0,2018-01-12 18:08:02.522485
18080205,0,2018-01-12 18:08:02.824985
18080300,0,2018-01-12 18:08:03.402746
18080301,0,2018-01-12 18:08:03.45829
18080302,0,2018-01-12 18:08:04.048742
18080400,0,2018-01-12 18:08:04.697631
18080401,0,2018-01-12 18:08:04.831617
18080502,0,2018-01-12 18:08:05.695775
18080501,0,2018-01-12 18:08:05.695775
18080500,0,2018-01-12 18:08:05.695775
18080701,0,2018-01-12 18:08:07.576582
18080700,0,2018-01-12 18:08:07.576582
18080705,0,2018-01-12 18:08:07.782953
18080704,0,2018-01-12 18:08:07.782953
18080703,0,2018-01-12 18:08:07.782953
18080702,0,2018-01-12 18:08:07.782953
18080800,0,2018-01-12 18:08:08.063732
18080802,0,2018-01-12 18:08:08.638528
18080801,0,2018-01-12 18:08:08.638528
18080803,0,2018-01-12 18:08:08.826225
18080804,0,2018-01-12 18:08:08.895943
18080805,0,2018-01-12 18:08:09.136447
18081002,0,2018-01-12 18:08:10.446988
18081001,0,2018-01-12 18:08:10.446988
18081000,0,2018-01-12 18:08:10.446988
18081004,0,2018-01-12 18:08:10.65831
18081003,0,2018-01-12 18:08:10.65831
18081007,0,2018-01-12 18:08:10.897218
18081006,0,2018-01-12 18:08:10.897218
18081005,0,2018-01-12 18:08:10.897218
18081105,0,2018-01-12 18:08:11.127082
18081104,0,2018-01-12 18:08:11.127082
18081103,0,2018-01-12 18:08:11.127082
18081102,0,2018-01-12 18:08:11.127082
18081101,0,2018-01-12 18:08:11.127082
18081100,0,2018-01-12 18:08:11.127082
18081106,0,2018-01-12 18:08:11.691791
18081110,0,2018-01-12 18:08:11.784747
18081109,0,2018-01-12 18:08:11.784747
18081108,0,2018-01-12 18:08:11.784747
18081107,0,2018-01-12 18:08:11.784747
18081111,0,2018-01-12 18:08:11.933979
18081200,0,2018-01-12 18:08:12.350342
18081201,0,2018-01-12 18:08:12.677673
18081301,0,2018-01-12 18:08:13.979695
18081300,0,2018-01-12 18:08:13.979695
18081501,0,2018-01-12 18:08:15.788589
18081500,0,2018-01-12 18:08:15.788589
18081504,0,2018-01-12 18:08:15.888933
18081503,0,2018-01-12 18:08:15.888933
18081502,0,2018-01-12 18:08:15.888933
18081800,0,2018-01-12 18:08:18.585285
18082101,0,2018-01-12 18:08:21.50072
18082100,0,2018-01-12 18:08:21.50072
18082200,0,2018-01-12 18:08:22.715542
18082800,0,2018-01-12 18:08:28.702509
18082801,0,2018-01-12 18:08:29.015336
18083000,0,2018-01-12 18:08:30.774933
18083100,0,2018-01-12 18:08:31.632672
18083200,0,2018-01-12 18:08:32.704285
18083301,0,2018-01-12 18:08:33.392755
18083300,0,2018-01-12 18:08:33.392755
18083302,0,2018-01-12 18:08:33.922897
18083400,0,2018-01-12 18:08:34.129181
18083401,0,2018-01-12 18:08:34.338014
18083402,0,2018-01-12 18:08:34.896705
18083500,0,2018-01-12 18:08:36.11847
18083701,0,2018-01-12 18:08:37.502749
18083700,0,2018-01-12 18:08:37.502749
18083702,0,2018-01-12 18:08:38.016681
18083800,0,2018-01-12 18:08:38.230548
18083900,0,2018-01-12 18:08:39.108675
18084000,0,2018-01-12 18:08:41.016256
18084100,0,2018-01-12 18:08:41.190649
18084101,0,2018-01-12 18:08:41.700144
18084102,0,2018-01-12 18:08:41.912113
18084200,0,2018-01-12 18:08:42.909385
18084300,0,2018-01-12 18:08:43.118922
18084301,0,2018-01-12 18:08:43.501436
18084400,0,2018-01-12 18:08:44.707772
18084500,0,2018-01-12 18:08:45.182397
18084501,0,2018-01-12 18:08:45.38413
18084701,0,2018-01-12 18:08:47.500376
18084700,0,2018-01-12 18:08:47.500376
18084800,0,2018-01-12 18:08:48.390499
18084801,0,2018-01-12 18:08:48.703239
18085000,0,2018-01-12 18:08:50.409568
18085001,0,2018-01-12 18:08:51.002971
18085101,0,2018-01-12 18:08:51.832463
18085100,0,2018-01-12 18:08:51.832463
18085102,0,2018-01-12 18:08:52.014549
18085300,0,2018-01-12 18:08:53.651954
18085400,0,2018-01-12 18:08:54.71125
18085500,0,2018-01-12 18:08:55.207335
18085600,0,2018-01-12 18:08:56.326518
18085700,0,2018-01-12 18:08:57.428469
18085701,0,2018-01-12 18:08:57.491715
18085702,0,2018-01-12 18:08:58.005928
18085801,0,2018-01-12 18:08:58.296498
18085800,0,2018-01-12 18:08:58.296498
18085802,0,2018-01-12 18:08:58.627451
18085900,0,2018-01-12 18:08:59.215552
18085901,0,2018-01-12 18:09:00.048638
18090100,0,2018-01-12 18:09:01.71279
18090501,0,2018-01-12 18:09:05.393428
18090503,0,2018-01-12 18:09:06.120609
18090502,63,2018-01-12 18:09:15.817339
18091501,0,2018-01-12 18:09:15.91054
18091600,0,2018-01-12 18:09:16.349455
18091601,0,2018-01-12 18:09:16.62737
18091700,0,2018-01-12 18:09:17.133371
18091800,0,2018-01-12 18:09:18.719068
18091801,0,2018-01-12 18:09:19.084142
18091900,0,2018-01-12 18:09:19.353521
18092101,0,2018-01-12 18:09:21.934719
18092100,0,2018-01-12 18:09:21.934719
18092200,0,2018-01-12 18:09:22.316552
18092201,0,2018-01-12 18:09:22.521087
18092202,0,2018-01-12 18:09:22.819821
18092203,0,2018-01-12 18:09:22.925263
18092204,0,2018-01-12 18:09:23.012925
18092301,0,2018-01-12 18:09:23.852558
18092300,0,2018-01-12 18:09:23.852558
18092402,0,2018-01-12 18:09:24.345705
18092401,0,2018-01-12 18:09:24.345705
18092400,0,2018-01-12 18:09:24.345705
18092403,0,2018-01-12 18:09:24.746209
18092404,0,2018-01-12 18:09:24.819498
18092500,0,2018-01-12 18:09:25.342531
18092501,0,2018-01-12 18:09:25.65256
18092502,0,2018-01-12 18:09:25.754534
18092503,0,2018-01-12 18:09:25.956601
18092701,0,2018-01-12 18:09:27.220124
18092700,0,2018-01-12 18:09:27.220124
18092800,0,2018-01-12 18:09:28.290323
18092801,0,2018-01-12 18:09:28.540664
18092802,0,2018-01-12 18:09:28.611451
18092803,0,2018-01-12 18:09:28.862807
18093100,0,2018-01-12 18:09:31.916051
18093200,0,2018-01-12 18:09:32.938447
18093300,0,2018-01-12 18:09:33.187647
18093301,0,2018-01-12 18:09:34.03794
18093500,0,2018-01-12 18:09:36.02854
18093600,0,2018-01-12 18:09:36.700437
18093700,0,2018-01-12 18:09:37.32573
18093800,0,2018-01-12 18:09:38.47883
18093801,0,2018-01-12 18:09:38.74466
18093902,0,2018-01-12 18:09:39.309401
18093901,0,2018-01-12 18:09:39.309401
18093900,0,2018-01-12 18:09:39.309401
18093903,0,2018-01-12 18:09:39.485117
18094001,0,2018-01-12 18:09:40.50761
18094000,0,2018-01-12 18:09:40.50761
18094100,0,2018-01-12 18:09:41.466331
18094101,0,2018-01-12 18:09:41.68557
18094102,0,2018-01-12 18:09:41.877182
18094300,0,2018-01-12 18:09:43.758599
18094400,0,2018-01-12 18:09:44.982288
18094500,0,2018-01-12 18:09:45.360029
18094501,0,2018-01-12 18:09:45.661654
18094502,0,2018-01-12 18:09:45.884237
18094600,0,2018-01-12 18:09:46.976301
18094801,0,2018-01-12 18:09:48.49731
18090500,45,2018-01-12 18:09:12.217383
18094800,0,2018-01-12 18:09:48.49731
18095200,0,2018-01-12 18:09:52.675743
18095202,0,2018-01-12 18:09:52.763868
18095201,0,2018-01-12 18:09:52.763868
18095204,0,2018-01-12 18:09:52.880848
18095203,0,2018-01-12 18:09:52.880848
18095300,0,2018-01-12 18:09:53.304691
18095302,0,2018-01-12 18:09:53.671874
18095301,0,2018-01-12 18:09:53.671874
18095303,0,2018-01-12 18:09:54.171597
18095403,0,2018-01-12 18:09:54.239894
18095402,0,2018-01-12 18:09:54.239894
18095401,0,2018-01-12 18:09:54.239894
18095400,0,2018-01-12 18:09:54.239894
18095404,0,2018-01-12 18:09:54.621973
18095500,0,2018-01-12 18:09:55.282652
18095501,0,2018-01-12 18:09:56.002231
18095600,0,2018-01-12 18:09:56.782403
18095700,0,2018-01-12 18:09:57.190328
18095701,0,2018-01-12 18:09:58.002922
18095800,0,2018-01-12 18:09:58.853064
18095900,0,2018-01-12 18:09:59.084337
18095901,0,2018-01-12 18:09:59.804935
18095902,0,2018-01-12 18:09:59.995364
18100000,0,2018-01-12 18:10:00.311541
18100100,0,2018-01-12 18:10:01.329428
18100101,0,2018-01-12 18:10:01.581769
18090900,33,2018-01-12 18:09:12.669572
18100200,0,2018-01-12 18:10:02.124386
18100201,0,2018-01-12 18:10:02.348193
18100202,0,2018-01-12 18:10:02.637693
18100300,0,2018-01-12 18:10:03.503457
18100301,0,2018-01-12 18:10:03.79032
18100302,0,2018-01-12 18:10:04.176139
18100400,0,2018-01-12 18:10:04.231555
18100401,0,2018-01-12 18:10:04.953552
18100402,0,2018-01-12 18:10:05.159393
18100500,0,2018-01-12 18:10:05.856315
18090800,44,2018-01-12 18:09:12.888486
18100700,0,2018-01-12 18:10:07.463604
18100701,0,2018-01-12 18:10:07.678365
18100800,0,2018-01-12 18:10:08.298877
18100801,0,2018-01-12 18:10:08.653871
18101000,0,2018-01-12 18:10:10.825139
18101100,0,2018-01-12 18:10:11.115539
18101101,0,2018-01-12 18:10:11.340503
18101102,0,2018-01-12 18:10:11.488264
18101103,0,2018-01-12 18:10:11.540989
18101200,0,2018-01-12 18:10:12.448674
18101300,0,2018-01-12 18:10:13.123816
18101301,0,2018-01-12 18:10:14.102648
18101400,0,2018-01-12 18:10:14.213409
18101500,0,2018-01-12 18:10:15.205902
18101501,0,2018-01-12 18:10:15.577392
18101502,0,2018-01-12 18:10:16.107989
18101600,0,2018-01-12 18:10:16.31241
18101700,0,2018-01-12 18:10:17.370166
18101701,0,2018-01-12 18:10:17.891069
18101800,0,2018-01-12 18:10:18.20196
18101802,0,2018-01-12 18:10:18.500582
18101801,0,2018-01-12 18:10:18.500582
18101804,0,2018-01-12 18:10:18.626963
18101803,0,2018-01-12 18:10:18.626963
18101805,0,2018-01-12 18:10:19.025428
18101900,0,2018-01-12 18:10:19.142035
18101901,0,2018-01-12 18:10:19.389721
18102002,0,2018-01-12 18:10:20.304158
18102001,0,2018-01-12 18:10:20.304158
18102000,0,2018-01-12 18:10:20.304158
18102100,0,2018-01-12 18:10:21.518141
18102101,0,2018-01-12 18:10:21.669951
18102103,0,2018-01-12 18:10:21.838838
18102102,0,2018-01-12 18:10:21.838838
18102200,0,2018-01-12 18:10:22.122417
18102201,0,2018-01-12 18:10:22.31288
18102202,0,2018-01-12 18:10:22.432723
18102203,0,2018-01-12 18:10:22.938306
18102205,0,2018-01-12 18:10:23.080146
18102204,0,2018-01-12 18:10:23.080146
18102301,0,2018-01-12 18:10:23.424757
18090300,61,2018-01-12 18:09:13.833206
18091301,0,2018-01-12 18:09:13.937247
18103000,0,2018-01-12 18:10:30.315172
18103001,0,2018-01-12 18:10:30.476759
18103002,0,2018-01-12 18:10:30.637012
18103003,0,2018-01-12 18:10:30.921815
18103004,0,2018-01-12 18:10:31.140293
18102300,0,2018-01-12 18:10:23.424757
18102302,0,2018-01-12 18:10:23.697739
18102400,0,2018-01-12 18:10:24.694464
18102401,0,2018-01-12 18:10:24.894735
18102402,0,2018-01-12 18:10:25.126769
18102501,0,2018-01-12 18:10:25.263819
18102500,0,2018-01-12 18:10:25.263819
18103100,0,2018-01-12 18:10:31.402463
18091500,2,2018-01-12 18:09:15.817339
18091400,2,2018-01-12 18:09:15.817339
18091300,6,2018-01-12 18:09:15.817339
18091200,18,2018-01-12 18:09:15.817339
18091000,33,2018-01-12 18:09:15.817339
18102600,0,2018-01-12 18:10:26.933493
18102700,0,2018-01-12 18:10:27.529885
18102701,0,2018-01-12 18:10:27.899899
18102900,0,2018-01-12 18:10:29.54629
18103201,0,2018-01-12 18:10:32.77723
18103200,0,2018-01-12 18:10:32.77723
18103600,0,2018-01-12 18:10:37.123627
18104200,23,2018-01-12 18:10:45.5745
18104100,29,2018-01-12 18:10:46.196627
18103800,15,2018-01-12 18:10:44.796394
18104601,0,2018-01-12 18:10:46.320049
18104600,0,2018-01-12 18:10:46.320049
18104900,0,2018-01-12 18:10:49.293536
18104901,0,2018-01-12 18:10:50.008662
18105002,0,2018-01-12 18:10:50.220029
18105001,0,2018-01-12 18:10:50.220029
18105000,0,2018-01-12 18:10:50.220029
18105003,0,2018-01-12 18:10:50.386536
18105004,0,2018-01-12 18:10:50.625368
18105005,0,2018-01-12 18:10:50.835552
18105100,0,2018-01-12 18:10:51.428201
18105101,0,2018-01-12 18:10:51.916336
18105200,0,2018-01-12 18:10:52.501302
18105201,0,2018-01-12 18:10:52.705914
18105300,0,2018-01-12 18:10:53.131845
18105301,0,2018-01-12 18:10:53.819258
18105400,0,2018-01-12 18:10:54.439839
18105601,0,2018-01-12 18:10:56.9337
18105600,0,2018-01-12 18:10:56.9337
18105602,0,2018-01-12 18:10:57.028226
18105700,0,2018-01-12 18:10:57.635106
18105800,0,2018-01-12 18:10:58.311791
18110000,0,2018-01-12 18:11:00.417033
18110100,0,2018-01-12 18:11:01.130821
18110101,0,2018-01-12 18:11:01.539707
18110102,0,2018-01-12 18:11:01.937186
18110200,0,2018-01-12 18:11:02.14998
18110201,0,2018-01-12 18:11:02.24337
18110202,0,2018-01-12 18:11:02.302931
18110300,0,2018-01-12 18:11:03.820411
18110400,0,2018-01-12 18:11:04.259199
18110401,0,2018-01-12 18:11:04.327245
18110500,0,2018-01-12 18:11:05.128171
18110501,0,2018-01-12 18:11:05.736684
18110502,0,2018-01-12 18:11:05.841299
18110600,0,2018-01-12 18:11:06.340031
18110601,0,2018-01-12 18:11:06.451657
18110602,0,2018-01-12 18:11:06.831769
18110603,0,2018-01-12 18:11:07.029781
18110801,0,2018-01-12 18:11:08.236412
18110800,0,2018-01-12 18:11:08.236412
18110802,0,2018-01-12 18:11:08.440939
18110803,0,2018-01-12 18:11:08.759074
18110900,0,2018-01-12 18:11:09.948365
18111000,0,2018-01-12 18:11:10.236358
18111100,0,2018-01-12 18:11:11.743598
18111101,0,2018-01-12 18:11:11.942004
18111200,0,2018-01-12 18:11:12.438727
18111202,0,2018-01-12 18:11:12.802184
18111201,0,2018-01-12 18:11:12.802184
18111300,0,2018-01-12 18:11:13.247907
18111303,0,2018-01-12 18:11:13.433005
18111302,0,2018-01-12 18:11:13.433005
18111301,0,2018-01-12 18:11:13.433005
18111304,0,2018-01-12 18:11:13.542315
18111305,0,2018-01-12 18:11:13.988973
18111400,0,2018-01-12 18:11:14.243184
18111401,0,2018-01-12 18:11:14.539142
18111402,0,2018-01-12 18:11:15.232479
18111501,0,2018-01-12 18:11:15.453756
18111500,0,2018-01-12 18:11:15.453756
18111502,0,2018-01-12 18:11:15.567138
18111503,0,2018-01-12 18:11:15.789826
18111504,0,2018-01-12 18:11:15.917365
18111505,0,2018-01-12 18:11:16.009182
18111600,0,2018-01-12 18:11:16.254577
18111601,0,2018-01-12 18:11:16.357082
18111603,0,2018-01-12 18:11:16.451416
18111602,0,2018-01-12 18:11:16.451416
18111700,0,2018-01-12 18:11:17.668255
18111800,0,2018-01-12 18:11:18.135403
18111901,0,2018-01-12 18:11:19.150705
18111900,0,2018-01-12 18:11:19.150705
18111902,0,2018-01-12 18:11:19.330617
18111903,0,2018-01-12 18:11:19.641917
18111904,0,2018-01-12 18:11:19.933281
18112000,0,2018-01-12 18:11:20.341031
18112001,0,2018-01-12 18:11:20.641903
18112002,0,2018-01-12 18:11:20.983327
18112003,0,2018-01-12 18:11:21.047099
18112101,0,2018-01-12 18:11:21.630113
18112100,0,2018-01-12 18:11:21.630113
18112102,0,2018-01-12 18:11:21.83685
18112104,0,2018-01-12 18:11:21.975416
18112103,0,2018-01-12 18:11:21.975416
18112200,0,2018-01-12 18:11:22.347745
18112300,0,2018-01-12 18:11:23.585412
18112301,0,2018-01-12 18:11:23.830402
18112302,0,2018-01-12 18:11:23.938456
18112303,0,2018-01-12 18:11:24.088526
18112400,0,2018-01-12 18:11:24.655893
18112500,0,2018-01-12 18:11:26.190986
18112600,0,2018-01-12 18:11:26.231444
18112700,0,2018-01-12 18:11:28.178106
18112800,0,2018-01-12 18:11:28.279858
18112801,0,2018-01-12 18:11:28.619839
18112900,0,2018-01-12 18:11:29.381587
18113002,0,2018-01-12 18:11:30.25268
18113001,0,2018-01-12 18:11:30.25268
18113000,0,2018-01-12 18:11:30.25268
18113003,0,2018-01-12 18:11:31.118283
18113200,0,2018-01-12 18:11:32.446732
18113201,0,2018-01-12 18:11:32.676093
18113300,0,2018-01-12 18:11:33.985577
18113500,0,2018-01-12 18:11:35.376398
18113700,0,2018-01-12 18:11:37.436223
18113900,0,2018-01-12 18:11:39.901653
18114000,0,2018-01-12 18:11:40.30076
18114002,0,2018-01-12 18:11:41.015597
18114001,0,2018-01-12 18:11:41.015597
18114501,0,2018-01-12 18:11:46.05905
18114500,0,2018-01-12 18:11:46.05905
18114600,0,2018-01-12 18:11:46.64669
18114602,0,2018-01-12 18:11:46.860816
18114601,0,2018-01-12 18:11:46.860816
18114700,0,2018-01-12 18:11:47.623851
18114701,0,2018-01-12 18:11:48.076171
18114800,0,2018-01-12 18:11:48.611931
18114801,0,2018-01-12 18:11:48.665306
18114802,0,2018-01-12 18:11:48.708965
18114806,0,2018-01-12 18:11:49.040594
18114805,0,2018-01-12 18:11:49.040594
18114804,0,2018-01-12 18:11:49.040594
18114803,0,2018-01-12 18:11:49.040594
18114904,0,2018-01-12 18:11:49.095112
18114903,0,2018-01-12 18:11:49.095112
18114902,0,2018-01-12 18:11:49.095112
18114901,0,2018-01-12 18:11:49.095112
18114900,0,2018-01-12 18:11:49.095112
18114905,0,2018-01-12 18:11:49.426086
18114907,0,2018-01-12 18:11:49.627855
18114906,0,2018-01-12 18:11:49.627855
18114908,0,2018-01-12 18:11:49.711167
18114909,0,2018-01-12 18:11:49.946195
18115000,0,2018-01-12 18:11:50.367601
18115001,0,2018-01-12 18:11:50.591357
18115002,0,2018-01-12 18:11:50.702491
18115003,0,2018-01-12 18:11:51.021315
18115100,0,2018-01-12 18:11:51.621233
18115101,0,2018-01-12 18:11:52.132618
18115201,0,2018-01-12 18:11:52.318013
18115200,0,2018-01-12 18:11:52.318013
18115205,0,2018-01-12 18:11:52.415354
18115204,0,2018-01-12 18:11:52.415354
18115203,0,2018-01-12 18:11:52.415354
18115202,0,2018-01-12 18:11:52.415354
18115206,0,2018-01-12 18:11:52.89818
18115207,0,2018-01-12 18:11:52.995637
18115302,0,2018-01-12 18:11:53.329996
18115301,0,2018-01-12 18:11:53.329996
18115300,0,2018-01-12 18:11:53.329996
18115303,0,2018-01-12 18:11:53.795135
18115402,0,2018-01-12 18:11:54.21035
18115401,0,2018-01-12 18:11:54.21035
18115400,0,2018-01-12 18:11:54.21035
18115403,0,2018-01-12 18:11:54.615239
18115405,0,2018-01-12 18:11:55.013554
18115404,0,2018-01-12 18:11:55.013554
18115600,0,2018-01-12 18:11:56.405746
18115602,0,2018-01-12 18:11:56.98381
18115601,0,2018-01-12 18:11:56.98381
18115603,0,2018-01-12 18:11:57.083968
18115701,0,2018-01-12 18:11:57.191185
18115700,0,2018-01-12 18:11:57.191185
18115702,0,2018-01-12 18:11:57.286502
18115703,0,2018-01-12 18:11:57.812731
18115705,0,2018-01-12 18:11:58.028617
18115704,0,2018-01-12 18:11:58.028617
18115800,0,2018-01-12 18:11:58.895893
18115901,0,2018-01-12 18:11:59.537168
18115900,0,2018-01-12 18:11:59.537168
18120000,0,2018-01-12 18:12:00.404213
18120001,0,2018-01-12 18:12:00.668733
18120100,0,2018-01-12 18:12:01.318038
18120102,0,2018-01-12 18:12:01.518578
18120101,0,2018-01-12 18:12:01.518578
18120104,0,2018-01-12 18:12:02.006104
18120103,0,2018-01-12 18:12:02.006104
18120200,0,2018-01-12 18:12:02.982051
18120201,0,2018-01-12 18:12:03.242975
18120300,0,2018-01-12 18:12:03.716085
18120400,0,2018-01-12 18:12:04.263589
18120401,0,2018-01-12 18:12:04.789982
18120500,0,2018-01-12 18:12:05.714937
18120600,0,2018-01-12 18:12:06.144476
18120602,0,2018-01-12 18:12:07.100249
18120601,0,2018-01-12 18:12:07.100249
18120700,0,2018-01-12 18:12:07.197392
18120701,0,2018-01-12 18:12:07.30473
18120702,0,2018-01-12 18:12:07.694117
18120703,0,2018-01-12 18:12:08.05469
18121000,0,2018-01-12 18:12:10.291744
18121002,0,2018-01-12 18:12:11.016718
18121001,0,2018-01-12 18:12:11.016718
18121100,0,2018-01-12 18:12:11.811579
18121101,0,2018-01-12 18:12:12.007552
18121102,0,2018-01-12 18:12:12.115098
18121200,0,2018-01-12 18:12:12.726325
18121201,0,2018-01-12 18:12:13.023895
18121300,0,2018-01-12 18:12:13.35114
18121400,0,2018-01-12 18:12:15.108512
18121500,0,2018-01-12 18:12:15.714116
18121600,0,2018-01-12 18:12:16.484613
18121601,0,2018-01-12 18:12:16.601958
18121602,0,2018-01-12 18:12:16.723285
18121700,0,2018-01-12 18:12:17.203935
18121800,0,2018-01-12 18:12:18.628085
18121900,0,2018-01-12 18:12:19.82053
18122000,0,2018-01-12 18:12:20.338894
18122001,0,2018-01-12 18:12:20.49831
18122003,0,2018-01-12 18:12:20.924506
18122002,0,2018-01-12 18:12:20.924506
18122200,0,2018-01-12 18:12:22.404558
18122300,0,2018-01-12 18:12:23.598284
18122301,0,2018-01-12 18:12:24.031675
18122400,0,2018-01-12 18:12:24.38237
18122401,0,2018-01-12 18:12:25.006615
18122700,0,2018-01-12 18:12:27.912547
18123000,0,2018-01-12 18:12:30.184548
18123001,0,2018-01-12 18:12:30.89724
18123100,0,2018-01-12 18:12:31.671207
18123300,0,2018-01-12 18:12:33.400122
18123301,0,2018-01-12 18:12:33.60569
18123400,0,2018-01-12 18:12:34.626736
18123501,0,2018-01-12 18:12:35.414013
18123500,0,2018-01-12 18:12:35.414013
18123502,0,2018-01-12 18:12:35.531293
18123503,0,2018-01-12 18:12:35.804955
18123504,0,2018-01-12 18:12:36.025091
18123600,0,2018-01-12 18:12:36.703464
18123701,0,2018-01-12 18:12:37.829262
18123700,0,2018-01-12 18:12:37.829262
18123702,0,2018-01-12 18:12:37.974203
18123801,0,2018-01-12 18:12:38.442282
18123800,0,2018-01-12 18:12:38.442282
18123803,0,2018-01-12 18:12:38.763044
18123802,0,2018-01-12 18:12:38.763044
18123900,0,2018-01-12 18:12:39.702558
18124000,0,2018-01-12 18:12:40.123315
18124002,0,2018-01-12 18:12:40.435408
18124001,0,2018-01-12 18:12:40.435408
18124008,0,2018-01-12 18:12:40.76951
18124007,0,2018-01-12 18:12:40.76951
18124006,0,2018-01-12 18:12:40.76951
18124005,0,2018-01-12 18:12:40.76951
18124004,0,2018-01-12 18:12:40.76951
18124003,0,2018-01-12 18:12:40.76951
18124102,0,2018-01-12 18:12:41.73296
18124101,0,2018-01-12 18:12:41.73296
18124100,0,2018-01-12 18:12:41.73296
18124200,0,2018-01-12 18:12:42.350863
18124201,0,2018-01-12 18:12:42.410331
18124202,0,2018-01-12 18:12:42.522578
18124203,0,2018-01-12 18:12:42.927825
18124300,0,2018-01-12 18:12:43.808911
18124301,0,2018-01-12 18:12:43.967737
18124400,0,2018-01-12 18:12:44.146284
18124401,0,2018-01-12 18:12:44.469838
18124402,0,2018-01-12 18:12:44.528115
18124403,0,2018-01-12 18:12:44.923393
18124404,0,2018-01-12 18:12:45.035962
18124501,0,2018-01-12 18:12:45.328164
