trackid,numtrajpoints,lastupdatetime
18005503,0,2018-01-12 18:00:55.799599
18005507,0,2018-01-12 18:00:55.980141
18005600,0,2018-01-12 18:00:56.809745
18005800,0,2018-01-12 18:00:59.115092
18005900,0,2018-01-12 18:00:59.430765
18005901,0,2018-01-12 18:00:59.506657
18005902,0,2018-01-12 18:00:59.838612
18010000,0,2018-01-12 18:01:00.209618
18010100,0,2018-01-12 18:01:01.589508
18010200,0,2018-01-12 18:01:02.974081
18010500,0,2018-01-12 18:01:05.528746
18010501,0,2018-01-12 18:01:05.744301
18010700,0,2018-01-12 18:01:07.194438
18010701,0,2018-01-12 18:01:07.406107
18010706,0,2018-01-12 18:01:07.835374
18010705,0,2018-01-12 18:01:07.835374
18010704,0,2018-01-12 18:01:07.835374
18010703,0,2018-01-12 18:01:07.835374
18010702,0,2018-01-12 18:01:07.835374
18010900,0,2018-01-12 18:01:09.193954
18011100,0,2018-01-12 18:01:11.163391
18011200,0,2018-01-12 18:01:12.497897
18011500,0,2018-01-12 18:01:15.553296
18011600,0,2018-01-12 18:01:16.507689
18013200,0,2018-01-12 18:01:32.453609
18013300,0,2018-01-12 18:01:33.830977
18013500,0,2018-01-12 18:01:35.927559
18013700,0,2018-01-12 18:01:37.737518
18013900,0,2018-01-12 18:01:39.416141
18014100,0,2018-01-12 18:01:41.311868
18014101,0,2018-01-12 18:01:41.548775
18014102,0,2018-01-12 18:01:41.639445
18014200,0,2018-01-12 18:01:42.55868
18014400,0,2018-01-12 18:01:44.808356
18014600,0,2018-01-12 18:01:46.545687
18014601,0,2018-01-12 18:01:47.019433
18014700,0,2018-01-12 18:01:47.646919
18012100,4,2018-01-12 18:01:23.516976
18014800,0,2018-01-12 18:01:48.327838
18014801,0,2018-01-12 18:01:48.849983
18014900,0,2018-01-12 18:01:49.636455
18015100,0,2018-01-12 18:01:51.371309
18015300,0,2018-01-12 18:01:53.583394
18015301,0,2018-01-12 18:01:54.039069
18015400,0,2018-01-12 18:01:54.336665
18015500,0,2018-01-12 18:01:55.7588
18015600,0,2018-01-12 18:01:56.429836
18015601,0,2018-01-12 18:01:56.827903
18015602,0,2018-01-12 18:01:56.975591
18020001,0,2018-01-12 18:02:00.596232
18020000,0,2018-01-12 18:02:00.596232
18020100,0,2018-01-12 18:02:01.247964
18012300,4,2018-01-12 18:01:23.936722
18012200,8,2018-01-12 18:01:23.936722
18012000,8,2018-01-12 18:01:23.936722
18004500,8,2018-01-12 18:01:23.936722
18012301,0,2018-01-12 18:01:24.03865
18012500,0,2018-01-12 18:01:25.33501
18012501,0,2018-01-12 18:01:25.421953
18012502,0,2018-01-12 18:01:25.663866
18012503,0,2018-01-12 18:01:25.937107
18012506,0,2018-01-12 18:01:26.068678
18012505,0,2018-01-12 18:01:26.068678
18012504,0,2018-01-12 18:01:26.068678
18012600,0,2018-01-12 18:01:26.333805
18012700,0,2018-01-12 18:01:27.554445
18012701,0,2018-01-12 18:01:27.671708
18012702,0,2018-01-12 18:01:27.861256
18012703,0,2018-01-12 18:01:28.077376
18012800,0,2018-01-12 18:01:28.257825
18013000,0,2018-01-12 18:01:30.938771
18013001,0,2018-01-12 18:01:31.166361
18013100,0,2018-01-12 18:01:31.684842
18020101,0,2018-01-12 18:02:01.546635
18020300,0,2018-01-12 18:02:03.169577
18020500,0,2018-01-12 18:02:05.493291
18020700,0,2018-01-12 18:02:07.182101
18020800,0,2018-01-12 18:02:08.470537
18020900,0,2018-01-12 18:02:09.555937
18020901,0,2018-01-12 18:02:10.073177
18021001,0,2018-01-12 18:02:10.654439
18021000,0,2018-01-12 18:02:10.654439
18021400,0,2018-01-12 18:02:14.488241
18021402,0,2018-01-12 18:02:14.609034
18021401,0,2018-01-12 18:02:14.609034
18021404,0,2018-01-12 18:02:14.693444
18021403,0,2018-01-12 18:02:14.693444
18021405,0,2018-01-12 18:02:14.91711
18021407,0,2018-01-12 18:02:15.004725
18021406,0,2018-01-12 18:02:15.004725
18021600,0,2018-01-12 18:02:16.161964
18021601,0,2018-01-12 18:02:16.719621
18021603,0,2018-01-12 18:02:16.892708
18021602,0,2018-01-12 18:02:16.892708
18022101,0,2018-01-12 18:02:21.270496
18022100,0,2018-01-12 18:02:21.270496
18022200,0,2018-01-12 18:02:22.800775
18022300,0,2018-01-12 18:02:23.256533
18022500,0,2018-01-12 18:02:25.397112
18022501,0,2018-01-12 18:02:25.585943
18022502,0,2018-01-12 18:02:26.050049
18022600,0,2018-01-12 18:02:26.39718
18022800,0,2018-01-12 18:02:28.977072
18022900,0,2018-01-12 18:02:29.301072
18023000,0,2018-01-12 18:02:30.301735
18023001,0,2018-01-12 18:02:30.372428
18023100,0,2018-01-12 18:02:31.683463
18023101,0,2018-01-12 18:02:32.192917
18023400,0,2018-01-12 18:02:34.196769
18023401,0,2018-01-12 18:02:34.395878
18023600,0,2018-01-12 18:02:36.1949
18023800,0,2018-01-12 18:02:38.988771
18023900,0,2018-01-12 18:02:39.242533
18023901,0,2018-01-12 18:02:39.695736
18024000,0,2018-01-12 18:02:40.275788
18024100,0,2018-01-12 18:02:41.704392
18024200,0,2018-01-12 18:02:42.33648
18024300,0,2018-01-12 18:02:43.466877
18024400,0,2018-01-12 18:02:44.486923
18024401,0,2018-01-12 18:02:44.897428
18024500,0,2018-01-12 18:02:45.290691
18024502,0,2018-01-12 18:02:45.901762
18024501,0,2018-01-12 18:02:45.901762
18024503,0,2018-01-12 18:02:46.113548
18024600,0,2018-01-12 18:02:46.720523
18024700,0,2018-01-12 18:02:47.74278
18024701,0,2018-01-12 18:02:47.805026
18024800,0,2018-01-12 18:02:48.518865
18024900,0,2018-01-12 18:02:50.106273
18025000,0,2018-01-12 18:02:50.738458
18025400,0,2018-01-12 18:02:54.983846
18025600,0,2018-01-12 18:02:56.674745
18025601,0,2018-01-12 18:02:57.096839
18025900,0,2018-01-12 18:02:59.703096
18030000,0,2018-01-12 18:03:00.296997
18030001,0,2018-01-12 18:03:00.511776
18030100,0,2018-01-12 18:03:01.6203
18030101,0,2018-01-12 18:03:01.70392
18030301,0,2018-01-12 18:03:03.339892
18030300,0,2018-01-12 18:03:03.339892
18030302,0,2018-01-12 18:03:03.575866
18030303,0,2018-01-12 18:03:03.701187
18030304,0,2018-01-12 18:03:04.006389
18030305,0,2018-01-12 18:03:04.130642
18030500,0,2018-01-12 18:03:05.580683
18030600,0,2018-01-12 18:03:06.20049
18030601,0,2018-01-12 18:03:06.428351
18030700,0,2018-01-12 18:03:08.102029
18030901,0,2018-01-12 18:03:09.791694
18030900,0,2018-01-12 18:03:09.791694
18031000,0,2018-01-12 18:03:10.421502
18031300,0,2018-01-12 18:03:13.984968
18031400,0,2018-01-12 18:03:14.714278
18031500,0,2018-01-12 18:03:16.063789
18031600,0,2018-01-12 18:03:16.538557
18031601,0,2018-01-12 18:03:17.046635
18031700,0,2018-01-12 18:03:17.682085
18031701,0,2018-01-12 18:03:17.912253
18031800,0,2018-01-12 18:03:18.641509
18031801,0,2018-01-12 18:03:18.774272
18032000,0,2018-01-12 18:03:20.707625
18032100,0,2018-01-12 18:03:21.239008
18032500,0,2018-01-12 18:03:25.448737
18032601,0,2018-01-12 18:03:26.630735
18032801,0,2018-01-12 18:03:28.353562
18035300,0,2018-01-12 18:03:53.503329
18035301,0,2018-01-12 18:03:53.694568
18035400,0,2018-01-12 18:03:54.174419
18035402,0,2018-01-12 18:03:54.993045
18035401,0,2018-01-12 18:03:54.993045
18035404,0,2018-01-12 18:03:55.041674
18035403,0,2018-01-12 18:03:55.041674
18035501,0,2018-01-12 18:03:55.397216
18035500,0,2018-01-12 18:03:55.397216
18035601,0,2018-01-12 18:03:56.811882
18035600,0,2018-01-12 18:03:56.811882
18035700,0,2018-01-12 18:03:57.404938
18035800,0,2018-01-12 18:03:58.169508
18035801,0,2018-01-12 18:03:58.364065
18035807,0,2018-01-12 18:03:58.581567
18035806,0,2018-01-12 18:03:58.581567
18035805,0,2018-01-12 18:03:58.581567
18035804,0,2018-01-12 18:03:58.581567
18035803,0,2018-01-12 18:03:58.581567
18035802,0,2018-01-12 18:03:58.581567
18035900,0,2018-01-12 18:03:59.565636
18035901,0,2018-01-12 18:03:59.668573
18035902,0,2018-01-12 18:04:00.021247
18040001,0,2018-01-12 18:04:00.705045
18040000,0,2018-01-12 18:04:00.705045
18032802,5,2018-01-12 18:03:30.721172
18040100,0,2018-01-12 18:04:01.400252
18040101,0,2018-01-12 18:04:01.637871
18040102,0,2018-01-12 18:04:01.84508
18040103,0,2018-01-12 18:04:02.00629
18040104,0,2018-01-12 18:04:02.057674
18040200,0,2018-01-12 18:04:02.616703
18040206,0,2018-01-12 18:04:02.778801
18040205,0,2018-01-12 18:04:02.778801
18040204,0,2018-01-12 18:04:02.778801
18040203,0,2018-01-12 18:04:02.778801
18040202,0,2018-01-12 18:04:02.778801
18040201,0,2018-01-12 18:04:02.778801
18040207,0,2018-01-12 18:04:03.206798
18040300,0,2018-01-12 18:04:03.272453
18040301,0,2018-01-12 18:04:03.39384
18040302,0,2018-01-12 18:04:03.990009
18040303,0,2018-01-12 18:04:04.078579
18040400,0,2018-01-12 18:04:04.230617
18040403,0,2018-01-12 18:04:04.57218
18040402,0,2018-01-12 18:04:04.57218
18040401,0,2018-01-12 18:04:04.57218
18040405,0,2018-01-12 18:04:04.813482
18040404,0,2018-01-12 18:04:04.813482
18040406,0,2018-01-12 18:04:05.085409
18040500,0,2018-01-12 18:04:05.986713
18040600,0,2018-01-12 18:04:06.253021
18040601,0,2018-01-12 18:04:06.347818
18040602,0,2018-01-12 18:04:06.497395
18040603,0,2018-01-12 18:04:06.684721
18040700,0,2018-01-12 18:04:07.312856
18040701,0,2018-01-12 18:04:07.852239
18040704,0,2018-01-12 18:04:07.992534
18040703,0,2018-01-12 18:04:07.992534
18040702,0,2018-01-12 18:04:07.992534
18032900,12,2018-01-12 18:03:31.416156
18032800,12,2018-01-12 18:03:31.416156
18032600,12,2018-01-12 18:03:31.416156
18032300,12,2018-01-12 18:03:31.416156
18032200,12,2018-01-12 18:03:31.416156
18033101,0,2018-01-12 18:03:31.511956
18033100,0,2018-01-12 18:03:31.511956
18033300,0,2018-01-12 18:03:33.241023
18033301,0,2018-01-12 18:03:33.436999
18033302,0,2018-01-12 18:03:33.835447
18033400,0,2018-01-12 18:03:34.239721
18033401,0,2018-01-12 18:03:34.446824
18033500,0,2018-01-12 18:03:35.581257
18033501,0,2018-01-12 18:03:35.754953
18033700,0,2018-01-12 18:03:37.281641
18033701,0,2018-01-12 18:03:37.551165
18033900,0,2018-01-12 18:03:39.749764
18034100,0,2018-01-12 18:03:41.51574
18034101,0,2018-01-12 18:03:41.77692
18034200,0,2018-01-12 18:03:42.492382
18034301,0,2018-01-12 18:03:43.876459
18034300,0,2018-01-12 18:03:43.876459
18034400,0,2018-01-12 18:03:44.276242
18034401,0,2018-01-12 18:03:44.715026
18034402,0,2018-01-12 18:03:44.976648
18034700,0,2018-01-12 18:03:47.341028
18034701,0,2018-01-12 18:03:47.745168
18035100,0,2018-01-12 18:03:51.700274
18035200,0,2018-01-12 18:03:52.222558
18035202,0,2018-01-12 18:03:52.642289
18035201,0,2018-01-12 18:03:52.642289
18035203,0,2018-01-12 18:03:52.660222
18040801,0,2018-01-12 18:04:08.311325
18040800,0,2018-01-12 18:04:08.311325
18040802,0,2018-01-12 18:04:08.35016
18040803,0,2018-01-12 18:04:08.592581
18040901,0,2018-01-12 18:04:09.370515
18040900,0,2018-01-12 18:04:09.370515
18041000,0,2018-01-12 18:04:10.594228
18041001,0,2018-01-12 18:04:10.922164
18041100,0,2018-01-12 18:04:11.409746
18041102,0,2018-01-12 18:04:11.566026
18041101,0,2018-01-12 18:04:11.566026
18041200,0,2018-01-12 18:04:12.319429
18041202,0,2018-01-12 18:04:12.876614
18041201,0,2018-01-12 18:04:12.876614
18041300,0,2018-01-12 18:04:13.326537
18041301,0,2018-01-12 18:04:13.572066
18041302,0,2018-01-12 18:04:13.765615
18041400,0,2018-01-12 18:04:14.275898
18041500,0,2018-01-12 18:04:15.750779
18041600,0,2018-01-12 18:04:16.370413
18041700,0,2018-01-12 18:04:17.784935
18041701,0,2018-01-12 18:04:17.952794
18041800,0,2018-01-12 18:04:18.745308
18041900,0,2018-01-12 18:04:19.195946
18041901,0,2018-01-12 18:04:19.961517
18042000,0,2018-01-12 18:04:20.696156
18042001,0,2018-01-12 18:04:20.900483
18042300,0,2018-01-12 18:04:23.239998
18042301,0,2018-01-12 18:04:23.348325
18042302,0,2018-01-12 18:04:23.944125
18042400,0,2018-01-12 18:04:24.186276
18042500,0,2018-01-12 18:04:25.448677
18042502,0,2018-01-12 18:04:25.635587
18042501,0,2018-01-12 18:04:25.635587
18042503,0,2018-01-12 18:04:26.106543
18042600,0,2018-01-12 18:04:26.786216
18042800,0,2018-01-12 18:04:28.360916
18042801,0,2018-01-12 18:04:28.9884
18042900,0,2018-01-12 18:04:29.924739
18043001,0,2018-01-12 18:04:30.250369
18043000,0,2018-01-12 18:04:30.250369
18043100,0,2018-01-12 18:04:31.266772
18043200,0,2018-01-12 18:04:32.783338
18043201,0,2018-01-12 18:04:32.934006
18043400,0,2018-01-12 18:04:34.845716
18043500,0,2018-01-12 18:04:35.063715
18043600,0,2018-01-12 18:04:36.827301
18043800,0,2018-01-12 18:04:38.501959
18043801,0,2018-01-12 18:04:38.697587
18043900,0,2018-01-12 18:04:39.084268
18043901,0,2018-01-12 18:04:39.520244
18043902,0,2018-01-12 18:04:39.805067
18043903,0,2018-01-12 18:04:39.925964
18044000,0,2018-01-12 18:04:40.4279
18044100,0,2018-01-12 18:04:41.22124
18044101,0,2018-01-12 18:04:41.384392
18044400,0,2018-01-12 18:04:44.595697
18044500,0,2018-01-12 18:04:45.297431
18044600,0,2018-01-12 18:04:46.429645
18044601,0,2018-01-12 18:04:47.037736
18044700,0,2018-01-12 18:04:47.436517
18044900,0,2018-01-12 18:04:49.716038
18045000,0,2018-01-12 18:04:50.3367
18045100,0,2018-01-12 18:04:51.276945
18045200,0,2018-01-12 18:04:52.249231
18045300,0,2018-01-12 18:04:53.880738
18045400,0,2018-01-12 18:04:54.143081
18045800,0,2018-01-12 18:04:58.562317
18045801,0,2018-01-12 18:04:58.734476
18045900,0,2018-01-12 18:05:00.008529
18050200,0,2018-01-12 18:05:02.334561
18050300,0,2018-01-12 18:05:03.431567
18050301,0,2018-01-12 18:05:03.533694
18050400,0,2018-01-12 18:05:04.267625
18050402,0,2018-01-12 18:05:04.88603
18050401,0,2018-01-12 18:05:04.88603
18050403,0,2018-01-12 18:05:04.950985
18050500,0,2018-01-12 18:05:05.761106
18050600,0,2018-01-12 18:05:06.407161
18050701,0,2018-01-12 18:05:07.5292
18050700,0,2018-01-12 18:05:07.5292
18050800,0,2018-01-12 18:05:08.876468
18051000,0,2018-01-12 18:05:10.267784
18051001,0,2018-01-12 18:05:11.061297
18051100,0,2018-01-12 18:05:11.663411
18051101,0,2018-01-12 18:05:11.974374
18051300,0,2018-01-12 18:05:13.950414
18051400,0,2018-01-12 18:05:14.655431
18051600,0,2018-01-12 18:05:16.868869
18052000,0,2018-01-12 18:05:20.657261
18052100,0,2018-01-12 18:05:21.433004
18052101,0,2018-01-12 18:05:21.554631
18052102,0,2018-01-12 18:05:21.870881
18052103,0,2018-01-12 18:05:22.062614
18052200,0,2018-01-12 18:05:22.244196
18052201,0,2018-01-12 18:05:22.890226
18052300,0,2018-01-12 18:05:23.370659
18052301,0,2018-01-12 18:05:23.559603
18052303,0,2018-01-12 18:05:23.86571
18052302,0,2018-01-12 18:05:23.86571
18052304,0,2018-01-12 18:05:24.139693
18052500,0,2018-01-12 18:05:25.753993
18052502,0,2018-01-12 18:05:25.867163
18052501,0,2018-01-12 18:05:25.867163
18052503,0,2018-01-12 18:05:25.984916
18052600,0,2018-01-12 18:05:26.244624
18052601,0,2018-01-12 18:05:26.344114
18052700,0,2018-01-12 18:05:27.54236
18052701,0,2018-01-12 18:05:27.66968
18052800,0,2018-01-12 18:05:28.166512
18052802,0,2018-01-12 18:05:28.450462
18052801,0,2018-01-12 18:05:28.450462
18052803,0,2018-01-12 18:05:28.841668
18052900,0,2018-01-12 18:05:29.14296
18052901,0,2018-01-12 18:05:29.777846
18052902,0,2018-01-12 18:05:30.057111
18053000,0,2018-01-12 18:05:30.14397
18053001,0,2018-01-12 18:05:30.276351
18053003,0,2018-01-12 18:05:30.675548
18053002,0,2018-01-12 18:05:30.675548
18053004,0,2018-01-12 18:05:30.859525
18053006,0,2018-01-12 18:05:31.039878
18053005,0,2018-01-12 18:05:31.039878
18053100,0,2018-01-12 18:05:31.172244
18053101,0,2018-01-12 18:05:31.620169
18053102,0,2018-01-12 18:05:31.86711
18053103,0,2018-01-12 18:05:31.97066
18053200,0,2018-01-12 18:05:32.267299
18053201,0,2018-01-12 18:05:32.55044
18053202,0,2018-01-12 18:05:33.06185
18053302,0,2018-01-12 18:05:33.588053
18053301,0,2018-01-12 18:05:33.588053
18053300,0,2018-01-12 18:05:33.588053
18053303,0,2018-01-12 18:05:34.160003
18053400,0,2018-01-12 18:05:35.14301
18053500,0,2018-01-12 18:05:35.925895
18053501,0,2018-01-12 18:05:36.057446
18053600,0,2018-01-12 18:05:36.285751
18053601,0,2018-01-12 18:05:36.46958
18053602,0,2018-01-12 18:05:36.752144
18053701,0,2018-01-12 18:05:37.265039
18053700,0,2018-01-12 18:05:37.265039
18053702,0,2018-01-12 18:05:37.548361
18054000,0,2018-01-12 18:05:40.342027
18054001,0,2018-01-12 18:05:40.651249
18054002,0,2018-01-12 18:05:40.843043
18054003,0,2018-01-12 18:05:41.035005
18054100,0,2018-01-12 18:05:41.353605
18054101,0,2018-01-12 18:05:41.849151
18054200,0,2018-01-12 18:05:42.15519
18054400,0,2018-01-12 18:05:44.543501
18054500,0,2018-01-12 18:05:45.156132
18054501,0,2018-01-12 18:05:45.441843
18054502,0,2018-01-12 18:05:45.531303
18054503,0,2018-01-12 18:05:45.718984
18054601,0,2018-01-12 18:05:46.97739
18054600,0,2018-01-12 18:05:46.97739
18054602,0,2018-01-12 18:05:47.077334
18054701,0,2018-01-12 18:05:47.678115
18054700,0,2018-01-12 18:05:47.678115
18054704,0,2018-01-12 18:05:47.713442
18054703,0,2018-01-12 18:05:47.713442
18054702,0,2018-01-12 18:05:47.713442
18054705,0,2018-01-12 18:05:48.049066
18054800,0,2018-01-12 18:05:48.273093
18054801,0,2018-01-12 18:05:48.544383
18054804,0,2018-01-12 18:05:48.5906
18054803,0,2018-01-12 18:05:48.5906
18054802,0,2018-01-12 18:05:48.5906
18054805,0,2018-01-12 18:05:48.710539
18054806,0,2018-01-12 18:05:48.795533
18054808,0,2018-01-12 18:05:48.88157
18054807,0,2018-01-12 18:05:48.88157
18054810,0,2018-01-12 18:05:48.965824
18054809,0,2018-01-12 18:05:48.965824
18054901,0,2018-01-12 18:05:49.341135
18054900,0,2018-01-12 18:05:49.341135
18055001,0,2018-01-12 18:05:50.269345
18055000,0,2018-01-12 18:05:50.269345
18055002,0,2018-01-12 18:05:50.475316
18055003,0,2018-01-12 18:05:50.988412
18055100,0,2018-01-12 18:05:51.810732
18055101,0,2018-01-12 18:05:51.856339
18055102,0,2018-01-12 18:05:52.015516
18055200,0,2018-01-12 18:05:52.068978
18055201,0,2018-01-12 18:05:52.350398
18055202,0,2018-01-12 18:05:52.48417
18055203,0,2018-01-12 18:05:53.01324
18055300,0,2018-01-12 18:05:53.1336
18055301,0,2018-01-12 18:05:53.95687
18055400,0,2018-01-12 18:05:54.886561
18055401,0,2018-01-12 18:05:55.063294
18055500,0,2018-01-12 18:05:55.557226
18055501,0,2018-01-12 18:05:55.844572
18055600,0,2018-01-12 18:05:56.119435
18055700,0,2018-01-12 18:05:57.268275
18055701,0,2018-01-12 18:05:58.03687
18055800,0,2018-01-12 18:05:58.462673
18055801,0,2018-01-12 18:05:58.597858
18055803,0,2018-01-12 18:05:58.655097
18055802,0,2018-01-12 18:05:58.655097
18055901,0,2018-01-12 18:05:59.373936
18055900,0,2018-01-12 18:05:59.373936
18055902,0,2018-01-12 18:05:59.832024
18060000,0,2018-01-12 18:06:00.574678
18060100,0,2018-01-12 18:06:01.120214
18060101,0,2018-01-12 18:06:01.321314
18060102,0,2018-01-12 18:06:01.892508
18060103,0,2018-01-12 18:06:02.207791
18060200,0,2018-01-12 18:06:02.307367
18060201,0,2018-01-12 18:06:02.470629
18060202,0,2018-01-12 18:06:02.896868
18060300,0,2018-01-12 18:06:03.662137
18060301,0,2018-01-12 18:06:03.997121
18060400,0,2018-01-12 18:06:04.406739
18060401,0,2018-01-12 18:06:04.539532
18060402,0,2018-01-12 18:06:04.916799
18060600,0,2018-01-12 18:06:06.386563
18060603,0,2018-01-12 18:06:06.828942
18060602,0,2018-01-12 18:06:06.828942
18060601,0,2018-01-12 18:06:06.828942
18060604,0,2018-01-12 18:06:06.858879
18060605,0,2018-01-12 18:06:07.035934
18060700,0,2018-01-12 18:06:07.498244
18060701,0,2018-01-12 18:06:07.609978
18060705,0,2018-01-12 18:06:08.056996
18060704,0,2018-01-12 18:06:08.056996
18060703,0,2018-01-12 18:06:08.056996
18060702,0,2018-01-12 18:06:08.056996
18060801,0,2018-01-12 18:06:08.192145
18060800,0,2018-01-12 18:06:08.192145
18060802,0,2018-01-12 18:06:08.408592
18060803,0,2018-01-12 18:06:08.516826
18060900,0,2018-01-12 18:06:09.372561
18060901,0,2018-01-12 18:06:09.459618
18060903,0,2018-01-12 18:06:09.568953
18060902,0,2018-01-12 18:06:09.568953
18060904,0,2018-01-12 18:06:09.685297
18060905,0,2018-01-12 18:06:09.762309
18060906,0,2018-01-12 18:06:09.866161
18061200,0,2018-01-12 18:06:12.28505
18061201,0,2018-01-12 18:06:13.053215
18061400,0,2018-01-12 18:06:14.291346
18061500,0,2018-01-12 18:06:15.436597
18061501,0,2018-01-12 18:06:15.595976
18061502,0,2018-01-12 18:06:15.718499
18061503,0,2018-01-12 18:06:16.014094
18061600,0,2018-01-12 18:06:16.208882
18061701,0,2018-01-12 18:06:17.514655
18061700,0,2018-01-12 18:06:17.514655
18061800,0,2018-01-12 18:06:18.87247
18061900,0,2018-01-12 18:06:19.921883
18061901,0,2018-01-12 18:06:19.978607
18062000,0,2018-01-12 18:06:20.395092
18062001,0,2018-01-12 18:06:20.721687
18062401,0,2018-01-12 18:06:24.605941
18062400,0,2018-01-12 18:06:24.605941
18062500,0,2018-01-12 18:06:25.302048
18062501,0,2018-01-12 18:06:25.986395
18062900,0,2018-01-12 18:06:29.200269
18063000,0,2018-01-12 18:06:30.890545
18063300,0,2018-01-12 18:06:33.49055
18063600,0,2018-01-12 18:06:36.521599
18064200,0,2018-01-12 18:06:42.490714
18064201,0,2018-01-12 18:06:42.784539
18064202,0,2018-01-12 18:06:42.887533
18064401,0,2018-01-12 18:06:44.296476
18064400,0,2018-01-12 18:06:44.296476
18064402,0,2018-01-12 18:06:44.411822
18064403,0,2018-01-12 18:06:44.798512
18064405,0,2018-01-12 18:06:44.950327
18064404,0,2018-01-12 18:06:44.950327
18064408,0,2018-01-12 18:06:45.046238
18064407,0,2018-01-12 18:06:45.046238
18064406,0,2018-01-12 18:06:45.046238
18064501,0,2018-01-12 18:06:45.12997
18064500,0,2018-01-12 18:06:45.12997
18064502,0,2018-01-12 18:06:45.494591
18064504,0,2018-01-12 18:06:45.611911
18064503,0,2018-01-12 18:06:45.611911
18064505,0,2018-01-12 18:06:45.735191
18064506,0,2018-01-12 18:06:45.919336
18064600,0,2018-01-12 18:06:46.300308
18064601,0,2018-01-12 18:06:46.404841
18064602,0,2018-01-12 18:06:46.514393
18064604,0,2018-01-12 18:06:46.620602
18064603,0,2018-01-12 18:06:46.620602
18064700,0,2018-01-12 18:06:48.007304
18064801,0,2018-01-12 18:06:48.428496
18064800,0,2018-01-12 18:06:48.428496
18064802,0,2018-01-12 18:06:48.489303
18072600,3,2018-01-12 18:07:27.153794
18072200,8,2018-01-12 18:07:24.652524
18072500,14,2018-01-12 18:07:27.153794
18072700,0,2018-01-12 18:07:27.258296
18072601,0,2018-01-12 18:07:27.258296
18072701,0,2018-01-12 18:07:28.052597
18072800,0,2018-01-12 18:07:28.1284
18072801,0,2018-01-12 18:07:28.519196
18072000,7,2018-01-12 18:07:22.844182
18071900,7,2018-01-12 18:07:22.844182
18071200,7,2018-01-12 18:07:22.844182
18072201,0,2018-01-12 18:07:22.931452
18072802,0,2018-01-12 18:07:29.047949
18070800,11,2018-01-12 18:07:10.2992
18070702,11,2018-01-12 18:07:10.2992
18071001,0,2018-01-12 18:07:10.384198
18065101,0,2018-01-12 18:06:51.613092
18071002,0,2018-01-12 18:07:11.150134
18071102,0,2018-01-12 18:07:11.828431
18071101,0,2018-01-12 18:07:11.828431
18071100,0,2018-01-12 18:07:11.828431
18071103,0,2018-01-12 18:07:12.052606
18071201,0,2018-01-12 18:07:12.57992
18071300,0,2018-01-12 18:07:13.456149
18071301,0,2018-01-12 18:07:14.055807
18071401,0,2018-01-12 18:07:14.4741
18071402,0,2018-01-12 18:07:14.566969
18071403,0,2018-01-12 18:07:14.679896
18071600,0,2018-01-12 18:07:16.483769
18064900,12,2018-01-12 18:06:54.490923
18071601,0,2018-01-12 18:07:16.58693
18071602,0,2018-01-12 18:07:16.667157
18071700,0,2018-01-12 18:07:17.202983
18071701,0,2018-01-12 18:07:17.242579
18072400,8,2018-01-12 18:07:24.949344
18072900,0,2018-01-12 18:07:29.544164
18073000,0,2018-01-12 18:07:30.469347
18073001,0,2018-01-12 18:07:30.548078
18072100,15,2018-01-12 18:07:25.069947
18073002,0,2018-01-12 18:07:30.962669
18071400,2,2018-01-12 18:07:20.731252
18072202,12,2018-01-12 18:07:25.259423
18071000,4,2018-01-12 18:07:20.731252
18065500,1,2018-01-12 18:06:55.409773
18065100,19,2018-01-12 18:06:55.409773
18065000,21,2018-01-12 18:06:55.409773
18065501,0,2018-01-12 18:06:55.486378
18065700,0,2018-01-12 18:06:57.403487
18065701,0,2018-01-12 18:06:57.793587
18065800,0,2018-01-12 18:06:59.00297
18065900,0,2018-01-12 18:06:59.895229
18070000,0,2018-01-12 18:07:00.433586
18070200,0,2018-01-12 18:07:02.118119
18070202,0,2018-01-12 18:07:02.787826
18070201,0,2018-01-12 18:07:02.787826
18070300,0,2018-01-12 18:07:03.95996
18070500,0,2018-01-12 18:07:06.158244
18070600,0,2018-01-12 18:07:06.556186
18070601,0,2018-01-12 18:07:06.893764
18070701,0,2018-01-12 18:07:07.41147
18072001,0,2018-01-12 18:07:20.849592
18073004,0,2018-01-12 18:07:31.045703
18073003,0,2018-01-12 18:07:31.045703
18073200,0,2018-01-12 18:07:32.450962
18073202,0,2018-01-12 18:07:32.756909
18073201,0,2018-01-12 18:07:32.756909
18070700,3,2018-01-12 18:07:09.539492
18073300,0,2018-01-12 18:07:33.585089
18073301,0,2018-01-12 18:07:33.657354
18073400,0,2018-01-12 18:07:34.449264
18073401,0,2018-01-12 18:07:34.679171
18073600,0,2018-01-12 18:07:36.546554
18073700,0,2018-01-12 18:07:37.12196
18074005,0,2018-01-12 18:07:40.966013
18073800,0,2018-01-12 18:07:38.342338
18073802,0,2018-01-12 18:07:38.831429
18073801,0,2018-01-12 18:07:38.831429
18073900,0,2018-01-12 18:07:39.363239
18074000,0,2018-01-12 18:07:40.349798
18074004,0,2018-01-12 18:07:40.966013
18074104,0,2018-01-12 18:07:41.370757
18074103,0,2018-01-12 18:07:41.370757
18074001,0,2018-01-12 18:07:40.468026
18074003,0,2018-01-12 18:07:40.642416
18074002,0,2018-01-12 18:07:40.642416
18074102,0,2018-01-12 18:07:41.370757
18074101,0,2018-01-12 18:07:41.370757
